index,iteration,rating_gpt5,reason,sentence,SENTENCE_ID,METAPHOR_DENSITY
1,0,6,"Die Kombination aus der negierten, poetischen Wachstumsvorstellung („nicht aus dem Dunkel hervorgewachsen“) und dem unerwarteten Auftauchen des konkreten, weltberühmten Bauwerks „El Escorial“ auf einem Tisch erzeugt ein stark überraschendes, beinahe surrealistisches Bild. Diese Perspektive auf den Raum ist fern jeder alltagssprachlichen Darstellung und wirkt frisch und originell trotz knapper Formulierung.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,1,6,"Die Bildlichkeit ist überraschend: erst die ungewohnte, poetische Negation, dass ein Tannenbaum aus dem Dunkel ‚hervorgewachsen‘ sei, dann die radikale Maßstabsverschiebung, wenn auf einem Tisch das monumentale ‚El Escorial‘ steht. Die Kombination und Formulierungen sind fern von alltagssprachlichen Ortsbeschreibungen und wirken frisch und unerwartet.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,2,6,"Die Beschreibung ist sehr überraschend: Ein monumentales Schloss steht auf einem Tisch – ein radikaler Maßstabs- und Kontextbruch. Der Kontrast zur verneinten, poetischen Erwartung eines Tannenbaums aus dem Dunkel verstärkt die surreale Raumwirkung. Das ist weit entfernt von alltagssprachlichen Ortsbeschreibungen und bietet eine frische, originelle Perspektive.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,3,6,"Die Formulierung 'nicht aus dem Dunkel hervorgewachsen' ist ungewöhnlich und poetisch, und die Miniaturisierung eines monumentalen Ortes (El Escorial steht auf einem Tisch) erzeugt eine überraschende Perspektiv- und Maßstabsverschiebung. Das weicht deutlich von alltagssprachlichen Ortsbeschreibungen ab und wirkt frisch und unerwartet.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,4,6,"Sehr überraschende, poetische Bildführung: Der Maßstabsbruch – ein ganzes Schloss auf einem Tisch – und die rätselhafte Negation beim Tannenbaum erzeugen eine verfremdende, originelle Raumbeschreibung, die klar über alltagssprachliche Erwartungen hinausgeht.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,5,6,"Sehr überraschend und bildstark: Ein weltberühmtes Schloss steht ‚auf dem Tisch‘ – als Miniatur oder Metapher –, was eine unerwartete, surreale Perspektive auf einen Ort eröffnet. Der Kontrast zum „nicht aus dem Dunkel hervorgewachsenen“ Tannenbaum bricht mit alltagssprachlichen Erwartungen und wirkt originell.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,6,6,"Sehr überraschend und bildstark: Das weltberühmte Schloss steht ‘auf dem Tisch’ – ein radikaler Maßstabsbruch, der in alltagssprachlichen Beschreibungen unüblich ist. Zugleich ist die Wendung ‘nicht aus dem Dunkel hervorgewachsen’ poetisch und unerwartet; sie schafft eine surreale Gegenüberstellung (verneinter Tannenbaum vs. El Escorial auf dem Tisch). Diese Kombination aus ungewöhnlicher Metapher, Perspektivwechsel und körperlich unmöglicher Raumbeziehung wirkt deutlich originell.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,7,6,"Sehr überraschend: Statt eines alltäglichen Ortsbilds wird ein weltberühmtes Schloss als Objekt auf einem Tisch imaginiert, mit starkem Maßstabsbruch und surrealem Kontrast zum nicht aus dem Dunkel wachsenden Tannenbaum. Die unerwartete Verknüpfung und die Bildhaftigkeit verleihen der Ortsbeschreibung eine frische, poetische Perspektive, die in alltagssprachlichen Texten unüblich ist.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,8,6,"Die Formulierung ist stark überraschend: Ein Tannenbaum, der „nicht aus dem Dunkel hervorgewachsen“ ist, und das „große Schloss El Escorial“ auf einem Tisch erzeugen eine surreal anmutende, skalenbrechende Bildkombination. Diese unerwartete Perspektive und der ungewöhnliche Ausdruck sind in alltagssprachlichen Ortsbeschreibungen selten und wirken sehr originell.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
1,9,6,"Sehr überraschende, poetische Bildlichkeit: Die negierte Erwartung eines Tannenbaums aus dem Dunkel und dann das ‚große Schloss El Escorial‘ auf einem Tisch erzeugen einen starken Maßstabsbruch und eine surreale Verschiebung. Diese frische Perspektive und der unerwartete Vergleich sind in Alltagssprache äußerst ungewöhnlich.","Ein Tannenbaum war nicht aus dem Dunkel hervorgewachsen; aber auf dem Tisch stand das große Schloss ""El Escorial"".",K_1016,0.1388888888888889
2,0,3,"Die opulenten Bilder sind konventionell (Marmor, edles Gestein, köstliche Gewächse) und bieten keine unerwartete Perspektive oder Metapher. Die asyndetische Aufzählung wirkt zwar rhythmisch und verdichtet, und „Marmor auf den Straßen“ hat einen kleinen Überraschungseffekt, insgesamt bleibt die Darstellung jedoch recht erwartbar.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,1,3,"Die opulente Aufzählung erzeugt starke Bilder (besonders „Marmor auf den Straßen“), bleibt aber konventionell und etwas klischeehaft. Es gibt keine unerwartete Perspektive oder überraschende Wendung, eher eine klassische, leicht pathetische Beschreibung von Pracht.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,2,3,"Die opulente Aufzählung wirkt poetisch und leicht ungewohnt für Alltagssprache, besonders „Marmor auf den Straßen“. Gleichzeitig sind die Bilder (herrlich gekleidete Menschen, edles Gestein, köstliche Gewächse) eher konventionelle Luxus-Tropen ohne überraschende Wendung oder originelle Metapher. Insgesamt moderat originell.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,3,3,"Die Bilder von Marmorstraßen, herrlich gekleideten Menschen und Gärten voller Köstlichkeiten sind opulent und leicht poetisch, aber eher konventionell. „Marmor auf den Straßen“ ist etwas ungewöhnlich, insgesamt bleibt die Aufzählung jedoch formelhaft und bedient vertraute Klischees ohne wirklich neue Perspektive oder überraschende Wendung.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,4,3,"Die Bilder sind konventionell und bedienen gängige Reichtums-Klischees (Marmor, edles Gestein, prächtig gekleidete Menschen). Die Perspektive überrascht kaum. Etwas Frische bringt die dichte, parataktische Aufzählung und das altertümlich-poetische „köstlicher Gewächse“, insgesamt aber wenig neuartig.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,5,3,"Die Aufzählung wirkt poetisch, aber sie bedient vor allem gängige Bilder von Opulenz. „Marmor auf den Straßen“ ist leicht überraschend, die übrigen Formulierungen („herrlich gekleidete Menschen“, „Häuser aus edlem Gestein“, „Gärten voll köstlicher Gewächse“) sind eher konventionell. Es fehlt eine unerwartete Perspektive oder ein frischer, bildhafter Twist.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,6,2,"Die Bilder (Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse) sind konventionelle Klischees für Opulenz; die Aufzählung wirkt leicht poetisch, bringt aber keinen überraschenden Blickwinkel oder neue Metapher. Für Alltagssprache ist der Ton gehoben, aber nicht unerwartet originell.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,7,3,"Die Beschreibung ist bildhaft und etwas feierlich, aber sie arbeitet mit vertrauten Luxus-Klischees (Marmorstraßen, edles Gestein, herrlich gekleidete Menschen) und bringt keinen überraschenden Blickwinkel oder ungewöhnliche Metapher. Etwas über Alltagssprache hinaus, jedoch ohne originellen Twist.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,8,3,"Die Aufzählung luxuriöser Elemente wirkt konventionell und erinnert an gängige Utopie- oder Reiseführer-Klischees. ‚Marmor auf den Straßen‘ und die leicht archaische Formulierung ‚köstliche Gewächse‘ bringen einen kleinen Überraschungseffekt, aber es fehlt eine wirklich neue Perspektive oder unerwartete Wendung.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
2,9,4,"Die Aufzählung evoziert opulente Pracht; „Marmor auf den Straßen“ ist ein überraschendes Bild, und „köstlicher Gewächse“ wirkt leicht ungebräuchlich. Insgesamt bleibt es jedoch bei konventionellen Luxus-Klischees ohne neue Perspektive oder unerwartete Wendung.","Marmor auf den Straßen, herrlich gekleidete Menschen, Häuser aus edlem Gestein, Gärten voll köstlicher Gewächse.",K_1042,0.0333333333333333
3,0,5,"Die Bildhaftigkeit ist stark: Die roten, glimmenden Holzkohlen zwischen Gruppen, Rasenvierecken und Blumenbeeten erzeugen eine unerwartete, sinnliche Szene. Die Häufchen als Leitmotiv der Raumordnung und die Häufung von Ortsangaben geben dem Platz eine frische, fast filmische Perspektive. Es fehlt jedoch die ganz überraschende metaphorische Wendung oder Personifizierung – daher sehr originell, aber nicht maximal (5).","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,1,5,"Die Szene ist ungewöhnlich und bildstark: Hunderte glühender Kohlehaufen, die zwischen Gruppen und auf Rasenvierecken, Wegen und Blumenbeeten glimmen, ergeben eine überraschende Konstellation aus geordnetem Gartenraum und verstreuten Glutinseln. Die Formulierungen („Häufchen glühender Holzkohlen“, „gartenartig bepflanzter Platz“) sind präzise und in alltagssprachlichen Ortsbeschreibungen eher unerwartet. Nicht extrem kunstvoll, aber klar originell.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,2,5,"Die Szene wird ungewöhnlich über die glimmenden Holzkohlen als leuchtende Punkte im Raum strukturiert, mit präziser Verortung zwischen Rasenvierecken, Wegen und Blumenbeeten – das schafft eine frische, bildhafte Perspektive. Es fehlen zwar radikale Metaphern oder überraschende Wendungen, doch die Kombination aus Detailfülle und unerwartetem Fokus ist deutlich origineller als alltagssprachliche Beschreibungen.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,3,5,"Die Bildwahl ist ungewöhnlich: 'rote Häufchen glühender Holzkohlen' glimmen zwischen Menschengruppen, Rasenvierecken, Wegen und Beeten – eine überraschende, sinnliche Perspektive auf einen Platz. Die gestaffelten Raumangaben verstärken die Wirkung. Es fehlt zwar die ganz kühne Metapher, aber für alltagssprachliche Texte ist das deutlich origineller als üblich.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,4,5,"Die Szene ist ungewöhnlich fokussiert und bildhaft: glühende Holzkohlen als rote Häufchen, verteilt zwischen Gruppen von Menschen, Rasenvierecken, Wegen und Blumenbeeten – diese Kombination und räumliche Staffelung ist in alltagssprachlichen Beschreibungen selten. Der Kontrast zwischen gartenartigem Platz und glimmenden Kohlen schafft eine frische, überraschende Perspektive. Es fehlt jedoch der letzte, deutlich metaphorische oder sprachspielerische Twist, der eine 6 rechtfertigen würde.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,5,5,"Die Bildlichkeit ist ungewöhnlich: ‚Hunderte von roten Häufchen glühender Holzkohlen‘, die zwischen Gruppen, Rasenvierecken, Wegen und Blumenbeeten glimmen, erzeugen eine überraschend dichte, farbkräftige und räumlich fein gestaffelte Szene. Für alltagssprachliche Texte ist diese Kombination aus Detailfülle und Rhythmus unerwartet. Es fehlt jedoch der ganz große, originelle Twist oder eine verblüffende Metapher, daher nicht die Höchstwertung.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,6,5,"Die Szene ist ungewohnt und bildstark: Hunderte glühender Kohlehaufen, die zwischen Menschengruppen, Rasenvierecken, Wegen und Blumenbeeten verteilt sind, erzeugen eine überraschende, fast punktierte Topografie. Die Abfolge ""zwischen..., auf..., zwischen..."" kartiert den Ort auf frische Weise, und die Kombination von rotem Glimmen und gartenartiger Anlage ist in Alltagssprache selten. Nicht maximal kunstvoll oder metaphorisch, aber klar überdurchschnittlich originell.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,7,5,"Die Bildhaftigkeit ist ungewöhnlich: „rote Häufchen glühender Holzkohlen“ als glimmende Punkte zwischen Gruppen, Rasenvierecken, Wegen und Beeten verleiht dem Platz eine überraschende, fast nächtlich-funkelnde Atmosphäre. Die Kombination aus gartenartiger Ordnung und verstreuten Glutinseln ist eine frische, unerwartete Perspektive. Nicht extrem experimentell, aber deutlich origineller als Alltagssprache.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,8,5,"Die Szene ist ungewöhnlich und bildkräftig: Hunderte glühender Kohlehaufen glimmen zwischen Menschengruppen auf Rasenvierecken, Wegen und Blumenbeeten eines „gartenartig“ gestalteten Platzes. Die genaue räumliche Staffelung kombiniert mit dem überraschenden Motiv der verstreuten Kohlehaufen ist in Alltagssprache selten und wirkt frisch und eindrücklich. Sehr originell, wenn auch ohne ausgeprägte Personifikation.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
3,9,5,"Die Szene ist ungewöhnlich plastisch und konkret: Die ‚Häufchen glühender Holzkohlen‘, die zwischen Gruppen auf kleinen Rasenvierecken sowie zwischen Wegen und Beeten glimmen, erzeugen ein überraschendes, farb- und materialreiches Bild. Die präzise räumliche Verortung und die Vielzahl der Glutpunkte wirken frisch und fern von alltäglicher Beschreibung. Keine maximale Originalität, da ohne starke Metapher oder Personifikation, aber deutlich über dem Üblichen.","Hunderte von roten Häufchen glühender Holzkohlen glimmten zwischen den Indianergruppen, auf den kleinen Rasenvierecken, zwischen den Wegen und Blumenbeeten des gartenartig bepflanzten Platzes.",K_1059,0.0434782608695652
4,0,6,"Die Beschreibung ist höchst ungewöhnlich: Ein Zimmer als aus einem nicht existenten Stoff bestehend, ‚schwarz durchsichtig‘ und ‚schwarz zu durchfühlen‘, verbindet Sinneseindrücke auf überraschende Weise. Dass auch das Ich aus demselben Stoff besteht, verschiebt die Grenze zwischen Raum und Subjekt. Das ist deutlich origineller als alltagssprachliche Beschreibungen.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,1,6,"Sehr überraschende, poetische Metapher: Der Raum wird als unmöglicher, „schwarz durchsichtiger“ und „schwarz zu durchfühlender“ Stoff beschrieben, was synästhetisch und fern der Alltagssprache ist; zudem besteht auch das Ich aus diesem Stoff—eine unerwartete, frische Perspektive auf Ortlichkeit.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,2,6,"Die Beschreibung ist hochgradig ungewöhnlich und poetisch: Ein Zimmer wird als aus einem nicht existenten Tagesstoff gemacht vorgestellt, dazu das Paradox eines „schwarz durchsichtigen“ und „schwarz zu durchfühlenden“ Materials. Diese synästhetische, widersprüchliche Bildsprache und die Identifikation des Ich mit demselben Stoff wirken überraschend und weit jenseits alltäglicher Ortsbeschreibungen. Dadurch entsteht eine frische, unerwartete Perspektive.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,3,6,"Sehr überraschende, poetische Raumdarstellung: Das Zimmer ist kein Hohlraum, sondern ein nachtspezifischer, „schwarz durchsichtiger“ und „schwarz zu durchfühlender“ Stoff; synästhetisch und materiell paradox. Zudem wird die Grenze zwischen Raum und Ich aufgehoben („aus dem auch ich bestand“). Das ist weit entfernt von alltagssprachlichen Ortsbeschreibungen und daher äußerst originell.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,4,6,"Sehr originell: Das Zimmer wird nicht als leerer Raum, sondern als aus einem unbekannten „Stoff des Tages“ jenseitigen Material bestehend beschrieben; die widersprüchlich klingenden Qualitäten „schwarz durchsichtig“ und „schwarz zu durchfühlen“ erzeugen eine überraschende, nahezu synästhetische Bildlichkeit. Zudem verwischt die Aussage, dass auch die Sprecherfigur aus demselben Stoff besteht, die Grenze zwischen Ort und Ich – eine ungewohnte, frische Perspektive, weit entfernt von alltagssprachlichen Beschreibungen.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,5,6,"Sehr überraschende, poetisch-surrealistische Darstellung: Ein Zimmer als Stoff, den es „unter den Stoffen des Tages“ nicht gibt, „schwarz durchsichtig“ und „durchzufühlen“, und aus dem auch das Ich besteht. Das bricht klar mit alltagssprachlichen Erwartungen und bietet eine frische, ungewöhnliche Perspektive und Ausdrucksweise.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,6,6,"Sehr originell: Das Zimmer wird nicht als Raum, sondern als unbekannter Stoff beschrieben, der „schwarz durchsichtig“ und „schwarz zu durchfühlen“ ist – eine synästhetische, unerwartete Wendung. Auch die Identifikation des Ichs mit demselben Stoff verleiht der Ortsschilderung eine überraschende, ontologische Verschiebung fern jeder Alltagssprache.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,7,6,"Die Vorstellung, dass ein Zimmer aus einem nicht-täglichen, „schwarz durchsichtigen“ und „durchzufühlenden“ Stoff besteht und das Ich aus demselben Stoff gemacht ist, ist äußerst überraschend. Die Beschreibung verwischt auf originelle Weise die Grenzen zwischen Raum und Person und kombiniert widersprüchliche Sinneseindrücke – weit entfernt von alltagssprachlichen Ortsbeschreibungen.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,8,6,"Die Passage fasst den Raum als eigenartigen, nicht-alltäglichen „Stoff“ auf, der schwarz durchsichtig und „zu durchfühlen“ ist und zudem mit dem Sprecher identisch wird. Diese ungewöhnliche Materialmetapher, die sensorische (taktile) und visuelle Ebenen verschränkt, ist überraschend und weit entfernt von üblichen alltagssprachlichen Ortsbeschreibungen.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
4,9,6,"Sehr überraschende, poetisch-surrealistische Raumbeschreibung: Das Zimmer wird als aus einem nicht existenten, 'schwarz durchsichtigen und schwarz zu durchfühlenden' Stoff bestehend vorgestellt, aus dem auch das Ich besteht. Ungewöhnliche Metaphern und Wortprägungen ('Stoffe des Tages', 'durchzufühlen') bieten eine frische Perspektive, weit entfernt von alltagssprachlichen Erwartungen.","Und das Zimmer war nicht hohl, sondern bestand aus einem Stoff, den es unter den Stoffen des Tages nicht gibt, einem schwarz durchsichtigen und schwarz zu durchfühlenden Stoff, aus dem auch ich bestand.",K_1110,0.3181818181818182
5,0,2,"Die Formulierung ist eher konventionell: eine graue Stadt in Dunst und Rauch ist ein vertrautes Bild. Die leichte poetische Wiederholung („die große Stadt, die graue Stadt“) gibt dem Satz Rhythmus, bringt aber keine unerwartete Perspektive oder originelle Metapher. Daher nur geringe Überraschung.","Weit hinten liegt die große Stadt, die graue Stadt in Dunst und Rauch.",K_1117,0.2307692307692307
5,1,3,"Die Wiederholung „die große Stadt, die graue Stadt“ verleiht dem Satz einen leicht poetischen Dreh und schafft Atmosphäre. Dennoch ist das Bild „in Dunst und Rauch“ recht konventionell und wirkt eher klischeehaft. Insgesamt etwas über Alltagsprosa, aber nicht wirklich überraschend oder neu.","Weit hinten liegt die große Stadt, die graue Stadt in Dunst und Rauch.",K_1117,0.2307692307692307
