SENTENCE_CLEAN,SENTENCE_ID,METAPHOR_DENSITY
"Einige Zimmer stehen noch ganz so da, wie sie die Czobors zurückgelassen, im Hof starren dem Eintretenden noch einige Kanonen entgegen, in den Gemächern sind großartige Waffen und besonders interessante Familienbilder zu sehen, darunter dasjenige eines kleinen Mädchens, der Katharine Czobor, die in ihrem siebten Jahr von Hause verschwunden ist.",K_3546,0.08333333333333333
"Über den Tisch, gleichmäßig nach allen Seiten, glitt von oben der Schein einer leicht hin und her schwingenden Lampe.",K_357,0.10526315789473684
"Und doch: Draußen, auf der Straße ohne Häuser, weht immer ein eigen kalter Zug; achte einmal darauf!",K_3734,0.0
"Die nierigen Häuschen, zu beiden Seiten der Straße, schienen sich fröstelnd zu ducken, um dem scharfen Wind keine Angriffsflächen zu bieten.",K_378,0.3
"Die Sonne schien, und der ganze Berg leuchtete vom Gipfel bis zum Fuße.",K_3850,0.11538461538461539
Die Straßen waren hell durch das Licht der Schaufenster und Laternen.,K_3853,0.13636363636363635
Im Arbeitszimmer und Schlafzimmer waren Lampen und Lichter angezündet.,K_3949,0.1111111111111111
"Sein Zimmer, ein richtiges, nur etwas zu kleines Menschenzimmer, lag ruhig zwischen den vier wohlbekannten Wänden.",K_4011,0.21875
"Große Unordnung herrschte in dem Gemach; Kleider lagen umhergestreut, feuchte Handtücher waren über die Sessellehnen geworfen; das Bett stand weit offen, ein Laken war herausgerissen und hing bis zum Teppich herunter.",K_4121,0.1
Es schimmert durch die trüben Fenster.,K_421,0.0
"Dann aber sah ich mich plötzlich in einem Raum allein gelassen, der wohl orientalisches Gepräge trug, denn er wies die verschwenderische Fülle mehr oder weniger kostbarer Asienteppiche, mehrerer Ottomanen und jeden Schritt verschluckender Felle und Pelze, so dass er mehr einem Zelt als dem Zimmer einer deutschen Dutzendvilla glich, aber das Eigentümliche des Raumes wäre damit noch keineswegs bezeichnet gewesen.",K_422,0.15254237288135594
Und die kleine Stadt mit ihren stillen weißen Straßen.,K_428,0.1111111111111111
Wir sehen vom Fenster aus alle Züge.,K_492,0.0
"O, stets dieses Grau der Brügger Straßen!",K_495,0.07142857142857142
"Auf der äußersten Bergspitze zur Linken, auf der Römerschanze stand ein alter Wartturm, der ""Lug in's Land,"" höchst wahrscheinlich auf römischem Fundament; gegenüber auf dem Vorsprung des Herrenberges lag die Scharfrichterei, und zwischen dieser und dem Wartturm lief im Tal unten die Stadt gegen das Römertor zu aus.",K_56,0.1111111111111111
"Ich sehe noch jetzt die finstere Souterrainstube, vor den Fenstern erblickte man die Beine der Vorübergehenden, nebenan war eine Schreinerwerkstatt, und man hörte das Kreischen des Hobels.",K_560,0.07407407407407407
Eine weiche volle Stimme klang aus dem oberen Stockwerk der Silberburg; aber die Fenster blieben dunkel wie gewöhnlich.,K_58,0.1388888888888889
"Tiefe Stille lag über den Straßen der Hauptstadt, aber nicht die friedliche, erquickende Feiertagsruhe, wie sie voll heiliger Klarheit über Wald und Flur ausgebreitet liegt, sondern eine dumpfe Regungslosigkeit, ein Schweigen, wie dasjenige schwerster Erschöpfung, wie eine Todmüdigkeit, welche mit halboffenen Augen in bleiernen Schlaf sinkt.",K_589,0.45652173913043476
Und der Schnitter Jauchzen erklang ringsum in den Rebengeländen von Rüdesheim und Johannisberg.,K_619,0.0
"Es war ein düsterer Novembertag, der Wind fegte über den Hof, rüttelte an den Türen und dem Leiterwagen, der die Tote zu ihrer letzten Ruhe in die Kirche zu Holleby bringen sollte.",K_627,0.0967741935483871
"Du kennst das Theater nur von außen und weißt, dass es ein Gebäude ist mit vielen Türen und vorne mit Säulen.",K_633,0.0
"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",K_694,0.06372549019607843
"Drei Stühle, zwei Kisten und eine schlechte Kommode vollendeten die Geräte dieses Zimmers.",K_723,0.038461538461538464
"Der Almrausch blühte in leuchtendem Rot, und gleich einem gestickten Fürstenmantel schmiegte sich das Grün der Halden und Wälder um die Flanken aller Berge.",K_845,0.2608695652173913
"Und sie finde die Luft in München selber kräftig genug und besonders abends, wenn der Wind die Stadt mit dem Odem der Berge und Wälder tränke, von so köstlicher Würze, dass sie nichts Besseres wünsche.",K_911,0.24285714285714285
Als Ergebnis der Höhenlage über dem Meeresspiegel ist dieser Nationalpark überwiegend in Wolken gehüllt.,W_1,0.07142857142857142
Der Park verläuft L-förmig um den Festungshügel.,W_100,0.0
Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,W_103,0.1875
Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,W_121,0.0
"Painted Post, ein Vorort von Corning, besitzt ein niedliches Geschichtsmuseum.",W_122,0.1111111111111111
"Verkehrsbelastung:auf den flussnahen Strecken gering, auf Hochwasser-Ausweichstrecken ausnahmsweise mal Hauptstraßen mit viel Autoverkehr .",W_14,0.0
"Hier gibt es unter anderem den Kurpark, den St. Viktor Dom und den Archäologischen Park zu entdecken.",W_145,0.07692307692307693
Hallein - an der Salzach mit historischer Altstadt .,W_153,0.0
"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",W_163,0.05
"Wegzustand: Größtenteils verläuft der Kassel-Edersee-Radweg auf asphaltierten Wegen, nur vereinzelt auf geschotterten Wegen, bei denen dickere Reifen teilweise vorteilhaft, aber nicht zwingend sind.",W_169,0.0
"Die Altstadt befindet sich auf einer mächtigen, länglich gestreckten Felserhebung. .",W_17,0.0
"Die Triftbrücke ist eine 150 m lange Hängebrücke, von der wackeligen ""Aussichtsplattform"" ergibt sich ein grandioser Ausblick auf den Triftsee und die Gletscherzunge des Triftgletschers.",W_177,0.08333333333333333
"Die Statue blickt zur Straße, das bedeutet, dass sich der zugehörige Tempel hinter der Statue im Bereich des Friedhofs befindet.",W_204,0.05263157894736842
In unmittelbarer Nähe zum Hauptbahnhof gibt es einige Hotels.,W_205,0.0
"Teile des Gebietes werden aber seit den 1960er Jahren als Erholungsgebiet genutzt und es finden sich im unmittelbaren Umfeld der Bergbauflächen neben einem Waldbad, ein Campingplatz und mehrere Bungalowsiedlungen.",W_209,0.10714285714285714
"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",W_227,0.045454545454545456
Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,W_228,0.17857142857142858
Nach Süden erstreckt sich ein Park und eine Promenade.,W_232,0.125
Kleinere Waschsalons sind in der Altstadt in Seitenstraßen. .,W_237,0.125
"Die engen Gassen der Altstadt mit ihren teils penetranten Verkäufern; die Toten, die zu dem Verbrennungs-Ghat getragen werden, die vielen Kühe in den Gassen plus ihrer Haufen.",W_268,0.07407407407407407
Durch nah vorbeiführende Umgehungsstraße eher laut. .,W_281,0.0
"Lage: durch Hauptstraße vom Strand getrennt, Gäste können auch das Sunst on the Cliffs Resort nutzen.",W_291,0.08333333333333333
"Neben Opuntien ist die Insel von bodendeckenden Pflanzen der Gattung Sesuvium besiedelt, welche sich in der Trockenzeit intensiv rot färben, ein imposantes Farbenspiel.",W_298,0.13043478260869565
Von der eleganten ehemaligen Wandelhalle ist nur noch ein Teil vorhanden und ein Restaurant untergebracht. . Luisenplatz mit dem Waterloo-Obelisk.,W_303,0.0
Struktur P9-25: Eine große Plattform mit mehreren 30 Meter hohen Strukturen und einem alten Maya-Hafen in der Nähe.,W_311,0.0625
"Die meisten Restaurants und Bars liegen entlang der langen und kürzlich renovierten Uferpromenade, die sich von der Bucht Son Moll bis fast zur Cala Gat (auch um den Hafen herum) erstreckt.",W_316,0.03571428571428571
Die meisten Einkaufsmöglichkeiten und Dienstleistungen befinden sich an der St. Gallerstraße oder in und um die Altstadt.,W_321,0.0
"Nur 2 Kilometer vom Stadtzentrum entfernt, direkt unter der Festing Ruzafa, liegt auf einer ruhigen Halbinsel der Campingplatz Legjenda mit angeschlossenem tollen Restaurant.",W_344,0.14285714285714285
"Schillings Hafenamt: Das reetgedeckte Haus, ehemals das offizielle Hafenamt von Kloster, steht mitten im Hafen von Kloster. .",W_353,0.125
Neben den Casinos im Süden der Halbinsel sind gerade die alten Kolonialbauten aus der portugiesischen Vergangenheit sehenswert.,W_373,0.23529411764705882
"Hier liegt auch der Ashkeluna Aqua Park mit Wasserrutschen, etc.",W_377,0.125
"Im Park befinden sich eine Orangerie, ein Lusthäuschen und andere Bauten.",W_407,0.1
"Slope Point: Der südlichste Punkt der Südinsel, auf dem Gelände einer Schaffarm.",W_408,0.13636363636363635
Rund um den Park liegen die Gebäude des Hauptcampus der New York University.,W_413,0.18181818181818182
"Der Bereich in der Ludwigsvorstadt zwischen Hauptbahnhof und Stachus gehört eigentlich noch zu Münchens Fußgängerzone, hier befindet sich mit dem Karstadt Bahnhofplatz und seinen 40.000 Quadratmetern Verkaufsfläche auch einer der ganz großen Münchner Konsumtempel.",W_416,0.0625
Über der Stadt die imposante Ruine der Burg Kohren aus dem Hochmittelalter.,W_422,0.16666666666666666
"Seit 1986 besteht der Ahnepark, ein Landschaftspark mit einer Gesamtfläche von rund 9 ha im Zentrum des Ortes.",W_423,0.0625
Von dort aus hat man einen weiten Blick über fast alle Jungferninseln.,W_427,0.25
Archäologische Ausgrabungen in der Barataschwili-Straße .,W_430,0.4
Der Ort liegt östlich der Weichsel in der historischen Region Pomesanien zwischen mehreren Seen und ist insbesondere für die backsteingotischen Ordensburgruinen sowie Kirchen bekannt.,W_431,0.08333333333333333
"Der Ort verfügt über Duschen, Umkleideräume und einen schönen Rastplatz mit Bänken.",W_443,0.08333333333333333
"Es gibt etwa 80 Hostels in der Stadt (Übersicht), viele in La Candelaria.",W_446,0.0
"Das Berggasthaus Plattenbödeli liegt oberhalb des Sees, in der Nähne die Kapelle Mariae Heimsuchung.",W_447,0.15384615384615385
"Gaeta: kleine Hafenstadt (Provinz Latina) mit pittoresker Altstadt, mittelalterliches Kastell, romanischer Dom mit Glockenturm .",W_452,0.0
Weitere lokale Radwege verbinden die Kernstadt mit den Stadtteilen.,W_458,0.1111111111111111
"Der Golf von Aqaba oder Golf von Akaba (خليج العقبة), ist eine 190 Kilometer lange langgestreckte Bucht und eine natürliche Wasserstraße, die am Nordrand des Roten Meeres beginnt und den Sinai von der Arabischen Halbinsel trennt.",W_463,0.07407407407407407
Auf der Deutzer Seite beginnt nördlich der Brücke der Rheinpark mit dem Tanzbrunnen.,W_464,0.07692307692307693
Außerhalb der Innenstadt gibt es im Industriegebiet mit dem Rheinhessen-Center eine weitere Möglichkeit einen größeren Einkauf zu erledigen.,W_475,0.05555555555555555
Der Weitwanderweg der Romantischen Straße führt ebenfalls durch die Stadt.,W_480,0.1111111111111111
"Hotel Bremer Tor: Das erste Haus am Platze, zentrumsnah gelegen.",W_485,0.2777777777777778
"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",W_49,0.16666666666666666
Hotel mit Panoramablick über den Achensee.,W_5,0.16666666666666666
"Bei Heshikiya ist die für Zivilisten gesperrte Basis der US-Marine, White Beach (inkl. vorgelagerter kleiner Inseln).",W_511,0.0
"Bergkirche St. Marien: mit dem ""Annaberger Krippenweg"", eine bergmännische Weihnachtskrippe, die aus mehreren holzgeschnitzten Großfiguren besteht. .",W_529,0.0
"Im Inselkern, eingerahmt vom Deich, befinden sich die Äcker, Strassen, Höfe und auch alle anderen Gebäude der Insel sicher geschützt vor Sturmfluten und Überschwemmungen.",W_530,0.16666666666666666
"Teeplantagen: An den Berghängen des Hochlands gedeiht der Ceylon-Tee, und der Besuch einer Teeplantage gehört für viele Besucher zu den touristischen Highlights.",W_533,0.0
"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",W_538,0.08333333333333333
"Die Orientierung auf der Insel ist etwas ungewöhnlich, da es keine Straßennamen gibt.",W_541,0.0
Bei Nablus liegen die Ruinen der antiken Stadt Samaria. .,W_544,0.2222222222222222
Auf Leros gibt es einen kleinen Flughafen für Inlandsflüge.,W_560,0.0
Die Stadt lässt sich recht gut zu Fuß bewältigen.,W_561,0.2857142857142857
"Mit St. Johann in Tirol, Waidring, St. Ulrich am Pillersee und Fieberbrunn liegen bekannte Pisten direkt vor der Haustüre.",W_581,0.3333333333333333
"Die Landschaft wird von zahlreichen kleinen und größeren Seen geprägt, die nicht alle natürlichen Ursprungs sind.",W_583,0.0625
Hier liegt auch der Akagera-Nationalpark mit seinen Savannen und Sumpfgebieten.,W_59,0.0
Inzwischen sind genügend Banken in der Stadt vertreten und es stehen auch reichlich Geldautomaten zur Verfügung.,W_590,0.0625
"Grein bietet sich wegen seinem Angebot an Gastronomie, Hotellerie sowie einem Campingplatz als Zwischenstopp bzw. Übernachtungsstopp an.",W_597,0.0
"In der Umgebung findet man mehrere Naturschutzgebiete mit seltenen Pflanzen- und Tierarten, zahlreiche Weinberge und die ersten Ausläufer des Spessarts.",W_60,0.05
In der 240. Straße sowie im Boeng Keng Kang Areal gibt es einige echte Oasen zu entdecken.,W_613,0.0
Der Cirque de Cilaos ist ein Kraterkessel und beliebtes Wandergebiet südlich des Vulkans Piton des Neiges auf der Insel Réunion im Indischen Ozean.,W_615,0.05555555555555555
Dingle Peninsula: Die schönste Halbinsel. .,W_623,0.0
Der Hohe Peißenberg ist bekannt für sein 360° Panorama.,W_629,0.0
Das Fisher Building beherbergt auch ein Theater – das Fisher Theatre – in dem vor allem tourende Broadway-Truppen auftreten.,W_641,0.06666666666666667
"Im Nordosten der Stadt im Stadtteil Toukola finden sich Fabrikverkäufe bekannter finnischer Manufakturen wie z. B. Arabia, Fiskars und Finnlayson.",W_650,0.1111111111111111
"Cartagena ist berühmt für seine gut erhaltene koloniale Architektur, befestigten Stadtmauern, historischen Gassen und pulsierenden Straßen.",W_652,0.0625
"Im Nordwesten befindet sich die Sierra de las Quijadas, heute ein Nationalpark. .",W_661,0.1875
"Der Flughafen hat zwei Start- und Landebahnen mit 3.200 bzw. 2.670 Metern Länge, die Landung der Boeing B747 ist möglich.",W_666,0.08823529411764706
